brass_acoustic_046-101-050:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
bass_synthetic_135-068-100:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 5.90844489634037, 'wrong_value_percentage': 79.62738275527954}
guitar_acoustic_021-101-100:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 26.65974199771881, 'wrong_value_percentage': 55.893903970718384}
brass_acoustic_046-086-127:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
guitar_acoustic_014-105-100:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 38.12582492828369, 'wrong_value_percentage': 49.80677366256714}
guitar_acoustic_014-044-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 1.7090488225221634, 'wrong_value_percentage': 49.25181865692139}
bass_synthetic_135-099-050:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 1.8534913659095764, 'wrong_value_percentage': 63.02597522735596}
organ_electronic_007-045-127:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.031120466883294284, 'wrong_value_percentage': 98.78954887390137}
guitar_electronic_022-038-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 13.878650963306427, 'wrong_value_percentage': 81.18516206741333}
organ_electronic_007-011-025:{'correct_value': 6, 'wrong_value': 3, 'correct_value_percentage': 1.4508347589980986e-05, 'wrong_value_percentage': 99.93830919265747}
brass_acoustic_046-108-050:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
guitar_acoustic_030-099-025:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 5.072064697742462, 'wrong_value_percentage': 71.46341800689697}
organ_electronic_007-019-050:{'correct_value': 6, 'wrong_value': 2, 'correct_value_percentage': 0.0024166589355445467, 'wrong_value_percentage': 96.41703367233276}
keyboard_synthetic_000-103-127:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 0.004624832217814401, 'wrong_value_percentage': 49.40275847911835}
mallet_acoustic_062-106-025:{'correct_value': 5, 'wrong_value': 0, 'correct_value_percentage': 0.2905205823481083, 'wrong_value_percentage': 98.2151985168457}
keyboard_electronic_001-100-100:{'correct_value': 4, 'wrong_value': 6, 'correct_value_percentage': 1.631522923707962, 'wrong_value_percentage': 98.34328889846802}
guitar_electronic_022-087-127:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 2.7651922777295113, 'wrong_value_percentage': 80.52085638046265}
flute_synthetic_000-105-100:{'correct_value': 2, 'wrong_value': 6, 'correct_value_percentage': 2.4627000093460083, 'wrong_value_percentage': 62.75724172592163}
bass_synthetic_034-053-100:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 13.225376605987549, 'wrong_value_percentage': 86.7707908153534}
bass_synthetic_033-024-050:{'correct_value': 0, 'wrong_value': 2, 'correct_value_percentage': 42.00644791126251, 'wrong_value_percentage': 54.53019738197327}
organ_electronic_007-093-100:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 2.211650382832886e-05, 'wrong_value_percentage': 99.99984502792358}
guitar_acoustic_014-087-075:{'correct_value': 3, 'wrong_value': 5, 'correct_value_percentage': 1.4576584100723267, 'wrong_value_percentage': 78.57210636138916}
reed_acoustic_037-075-025:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 34.29275155067444, 'wrong_value_percentage': 64.97741937637329}
brass_acoustic_016-083-025:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 3.312262131238697e-08, 'wrong_value_percentage': 88.15538287162781}
string_acoustic_014-030-075:{'correct_value': 8, 'wrong_value': 0, 'correct_value_percentage': 6.104375794529915, 'wrong_value_percentage': 90.43912887573242}
flute_acoustic_002-099-075:{'correct_value': 2, 'wrong_value': 7, 'correct_value_percentage': 14.222921431064606, 'wrong_value_percentage': 85.77708005905151}
guitar_acoustic_021-026-127:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 1.1831504292786121, 'wrong_value_percentage': 89.53316807746887}
organ_electronic_028-035-127:{'correct_value': 6, 'wrong_value': 7, 'correct_value_percentage': 0.24095044936984777, 'wrong_value_percentage': 34.04154181480408}
reed_acoustic_023-095-127:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 7.200681295671529e-06, 'wrong_value_percentage': 99.99575614929199}
keyboard_electronic_001-098-050:{'correct_value': 4, 'wrong_value': 6, 'correct_value_percentage': 4.624427855014801, 'wrong_value_percentage': 95.33645510673523}
bass_synthetic_009-012-025:{'correct_value': 0, 'wrong_value': 1, 'correct_value_percentage': 7.588661462068558, 'wrong_value_percentage': 92.32990145683289}
guitar_acoustic_014-039-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 1.5955278649926186, 'wrong_value_percentage': 64.95785713195801}
organ_electronic_007-033-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.00014547385944752023, 'wrong_value_percentage': 99.64709281921387}
guitar_acoustic_010-052-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 4.062872007489204, 'wrong_value_percentage': 58.14281105995178}
guitar_acoustic_014-027-100:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 6.878426671028137, 'wrong_value_percentage': 62.952446937561035}
string_acoustic_056-036-127:{'correct_value': 8, 'wrong_value': 3, 'correct_value_percentage': 24.437853693962097, 'wrong_value_percentage': 74.63626861572266}
bass_synthetic_135-087-050:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 1.5189551748335361, 'wrong_value_percentage': 62.08508014678955}
keyboard_electronic_001-103-075:{'correct_value': 4, 'wrong_value': 6, 'correct_value_percentage': 1.5363242477178574, 'wrong_value_percentage': 98.44385981559753}
keyboard_acoustic_004-101-025:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 10.46915277838707, 'wrong_value_percentage': 73.74523878097534}
keyboard_acoustic_004-045-025:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 16.020028293132782, 'wrong_value_percentage': 83.72244238853455}
bass_synthetic_134-102-050:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 13.170666992664337, 'wrong_value_percentage': 86.77424788475037}
organ_electronic_028-032-050:{'correct_value': 6, 'wrong_value': 0, 'correct_value_percentage': 0.6958798505365849, 'wrong_value_percentage': 95.9168791770935}
organ_electronic_028-025-025:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 4.664907604455948, 'wrong_value_percentage': 95.19089460372925}
bass_synthetic_134-059-100:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 25.760403275489807, 'wrong_value_percentage': 39.93370234966278}
bass_synthetic_009-086-127:{'correct_value': 0, 'wrong_value': 9, 'correct_value_percentage': 0.05315965390764177, 'wrong_value_percentage': 99.93559718132019}
bass_synthetic_135-087-127:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 0.6210924126207829, 'wrong_value_percentage': 92.21107959747314}
string_acoustic_014-050-127:{'correct_value': 8, 'wrong_value': 0, 'correct_value_percentage': 17.112421989440918, 'wrong_value_percentage': 81.97357058525085}
organ_electronic_007-013-100:{'correct_value': 6, 'wrong_value': 3, 'correct_value_percentage': 0.02519833215046674, 'wrong_value_percentage': 84.94408130645752}
vocal_synthetic_003-083-025:{'correct_value': 9, 'wrong_value': 6, 'correct_value_percentage': 2.199898660182953, 'wrong_value_percentage': 92.15350151062012}
organ_electronic_007-065-025:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 8.100335957550442e-08, 'wrong_value_percentage': 99.99860525131226}
bass_synthetic_135-101-127:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 3.954833373427391, 'wrong_value_percentage': 70.561683177948}
organ_electronic_007-018-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.06765625439584255, 'wrong_value_percentage': 48.305314779281616}
bass_synthetic_135-080-050:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 5.018547922372818, 'wrong_value_percentage': 33.73142182826996}
guitar_electronic_022-054-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 1.6389517113566399, 'wrong_value_percentage': 88.1299078464508}
flute_synthetic_000-090-075:{'correct_value': 2, 'wrong_value': 9, 'correct_value_percentage': 7.86304771900177, 'wrong_value_percentage': 91.67301654815674}
keyboard_electronic_001-096-050:{'correct_value': 4, 'wrong_value': 6, 'correct_value_percentage': 6.689990311861038, 'wrong_value_percentage': 93.27841401100159}
keyboard_electronic_002-073-100:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 14.761216938495636, 'wrong_value_percentage': 84.2633605003357}
organ_electronic_007-037-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.0012310027159401216, 'wrong_value_percentage': 99.88192915916443}
bass_synthetic_034-035-075:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 5.475513264536858, 'wrong_value_percentage': 94.5172131061554}
guitar_electronic_028-082-127:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 4.947618767619133, 'wrong_value_percentage': 78.61153483390808}
vocal_synthetic_003-084-075:{'correct_value': 9, 'wrong_value': 6, 'correct_value_percentage': 42.34434962272644, 'wrong_value_percentage': 57.65249729156494}
organ_electronic_007-073-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 1.0138549555449572e-06, 'wrong_value_percentage': 99.99680519104004}
guitar_acoustic_014-032-075:{'correct_value': 3, 'wrong_value': 1, 'correct_value_percentage': 12.324738502502441, 'wrong_value_percentage': 53.03109884262085}
bass_synthetic_034-092-075:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 22.966456413269043, 'wrong_value_percentage': 76.82462334632874}
brass_acoustic_046-095-050:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
flute_synthetic_000-091-075:{'correct_value': 2, 'wrong_value': 9, 'correct_value_percentage': 2.3759594187140465, 'wrong_value_percentage': 96.97545766830444}
bass_synthetic_135-061-025:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 38.851362466812134, 'wrong_value_percentage': 51.04855298995972}
bass_synthetic_135-108-075:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 19.143760204315186, 'wrong_value_percentage': 62.12831735610962}
organ_electronic_007-089-100:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 1.8800664136620071e-06, 'wrong_value_percentage': 99.99997615814209}
bass_synthetic_135-050-025:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 40.32354950904846, 'wrong_value_percentage': 49.64256286621094}
keyboard_synthetic_000-075-075:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 0.2562755485996604, 'wrong_value_percentage': 96.44521474838257}
guitar_acoustic_021-033-127:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 6.619025021791458, 'wrong_value_percentage': 82.28113651275635}
keyboard_synthetic_000-072-050:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 24.072492122650146, 'wrong_value_percentage': 60.95491647720337}
bass_synthetic_135-081-025:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 3.5396993160247803, 'wrong_value_percentage': 42.415472865104675}
organ_electronic_007-037-100:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.008718494791537523, 'wrong_value_percentage': 99.34583306312561}
bass_synthetic_034-039-050:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 0.8575187996029854, 'wrong_value_percentage': 99.1407036781311}
guitar_acoustic_014-028-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 2.1684302017092705, 'wrong_value_percentage': 83.08484554290771}
organ_electronic_028-096-100:{'correct_value': 6, 'wrong_value': 2, 'correct_value_percentage': 0.0007500376796087949, 'wrong_value_percentage': 99.88828301429749}
guitar_acoustic_014-094-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 3.0629051849246025, 'wrong_value_percentage': 94.395512342453}
guitar_electronic_022-055-100:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 4.002188146114349, 'wrong_value_percentage': 90.13963341712952}
guitar_acoustic_014-097-127:{'correct_value': 3, 'wrong_value': 5, 'correct_value_percentage': 5.7582903653383255, 'wrong_value_percentage': 51.46058797836304}
guitar_electronic_022-036-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 30.01422882080078, 'wrong_value_percentage': 57.33713507652283}
bass_synthetic_134-058-025:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 34.334054589271545, 'wrong_value_percentage': 59.15161967277527}
reed_acoustic_023-040-050:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 6.661638352056798e-07, 'wrong_value_percentage': 85.82444190979004}
reed_acoustic_023-090-050:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 7.535119750379238e-08, 'wrong_value_percentage': 99.33473467826843}
guitar_electronic_022-080-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.06942001054994762, 'wrong_value_percentage': 89.39266800880432}
bass_synthetic_135-082-025:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 2.8787707909941673, 'wrong_value_percentage': 61.81086301803589}
bass_synthetic_034-040-075:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 0.3457623301073909, 'wrong_value_percentage': 99.65236783027649}
keyboard_synthetic_000-032-127:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 1.4832145534455776, 'wrong_value_percentage': 91.79649353027344}
keyboard_electronic_069-059-075:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 7.936833053827286, 'wrong_value_percentage': 83.07806849479675}
guitar_acoustic_021-107-025:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 26.601529121398926, 'wrong_value_percentage': 66.75717234611511}
brass_acoustic_046-096-050:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
bass_synthetic_033-022-050:{'correct_value': 0, 'wrong_value': 2, 'correct_value_percentage': 43.78891587257385, 'wrong_value_percentage': 53.06287407875061}
guitar_electronic_022-077-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 7.512650638818741, 'wrong_value_percentage': 72.46824502944946}
brass_acoustic_046-085-025:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
guitar_acoustic_010-057-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 25.368013978004456, 'wrong_value_percentage': 74.25214052200317}
organ_electronic_028-057-127:{'correct_value': 6, 'wrong_value': 8, 'correct_value_percentage': 0.3794162068516016, 'wrong_value_percentage': 57.159221172332764}
reed_acoustic_023-062-100:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 3.50541234928059e-08, 'wrong_value_percentage': 97.04455733299255}
organ_electronic_028-101-050:{'correct_value': 6, 'wrong_value': 2, 'correct_value_percentage': 0.13199396198615432, 'wrong_value_percentage': 79.75456118583679}
keyboard_synthetic_000-081-025:{'correct_value': 4, 'wrong_value': 6, 'correct_value_percentage': 1.614752970635891, 'wrong_value_percentage': 92.3184871673584}
organ_electronic_007-082-127:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 3.501906675751343e-06, 'wrong_value_percentage': 99.99985694885254}
guitar_electronic_028-069-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 1.7470676451921463, 'wrong_value_percentage': 94.59689855575562}
brass_acoustic_016-055-100:{'correct_value': 1, 'wrong_value': 4, 'correct_value_percentage': 4.742028936743736, 'wrong_value_percentage': 43.88856291770935}
